,location,total_sqft,bath,price,bhk
4004,Kanakpura Road,525.0,2.0,21.53,1
4007,Kanakpura Road,525.0,1.0,27.25,1
4008,Kanakpura Road,1100.0,2.0,58.0,3
4009,Kanakpura Road,525.0,1.0,30.0,1
4011,Kanakpura Road,1339.0,2.0,75.0,2
4012,Kanakpura Road,1100.0,3.0,58.0,3
4013,Kanakpura Road,525.0,1.0,26.0,1
4015,Kanakpura Road,1843.0,3.0,95.84,3
4016,Kanakpura Road,1290.0,2.0,74.0,2
4018,Kanakpura Road,1665.0,3.0,86.58,3
4020,Kanakpura Road,1542.0,2.0,85.0,3
4021,Kanakpura Road,1300.0,2.0,69.0,3
4022,Kanakpura Road,900.0,2.0,46.0,2
4025,Kanakpura Road,900.0,2.0,46.0,2
4026,Kanakpura Road,900.0,2.0,46.0,2
4027,Kanakpura Road,1495.0,2.0,90.0,2
4030,Kanakpura Road,1560.0,3.0,92.0,3
4031,Kanakpura Road,1135.0,2.0,58.0,2
4032,Kanakpura Road,3500.0,6.0,225.0,4
4033,Kanakpura Road,1420.0,2.0,75.0,3
4035,Kanakpura Road,825.0,1.0,36.29,1
4036,Kanakpura Road,983.0,2.0,50.6,2
4041,Kanakpura Road,1843.0,3.0,95.84,3
4043,Kanakpura Road,1366.0,3.0,76.85,2
4045,Kanakpura Road,525.0,1.0,25.0,1
4047,Kanakpura Road,2265.0,3.0,136.0,3
4053,Kanakpura Road,2200.0,3.0,130.0,3
4054,Kanakpura Road,525.0,1.0,30.0,1
4056,Kanakpura Road,1051.0,2.0,56.74,2
4057,Kanakpura Road,525.0,1.0,30.0,1
4062,Kanakpura Road,1300.0,3.0,69.0,3
4063,Kanakpura Road,700.0,2.0,40.0,2
4064,Kanakpura Road,458.0,1.0,19.695,1
4065,Kanakpura Road,1700.0,3.0,88.0,3
4068,Kanakpura Road,2775.0,3.0,165.0,4
4069,Kanakpura Road,1900.0,3.0,99.0,3
4070,Kanakpura Road,1290.0,2.0,80.0,2
4075,Kanakpura Road,1868.0,3.0,113.0,3
4077,Kanakpura Road,1366.0,2.0,83.0,2
4078,Kanakpura Road,700.0,2.0,40.0,2
4080,Kanakpura Road,1339.0,2.0,71.5,2
4082,Kanakpura Road,670.0,1.0,35.0,1
4089,Kanakpura Road,525.0,1.0,30.0,1
4092,Kanakpura Road,1498.0,3.0,95.0,3
4093,Kanakpura Road,525.0,2.0,27.0,1
4094,Kanakpura Road,1665.0,3.0,86.91,3
4095,Kanakpura Road,1665.0,3.0,86.58,3
4096,Kanakpura Road,712.0,1.0,38.44,1
4100,Kanakpura Road,1507.0,2.0,95.0,3
4104,Kanakpura Road,1339.0,2.0,85.0,2
4105,Kanakpura Road,525.0,1.0,27.0,1
4106,Kanakpura Road,525.0,1.0,27.5,1
4108,Kanakpura Road,525.0,1.0,26.25,1
4110,Kanakpura Road,525.0,1.0,26.0,1
4111,Kanakpura Road,1050.0,2.0,59.0,3
4112,Kanakpura Road,1600.0,3.0,90.0,3
4113,Kanakpura Road,525.0,2.0,29.25,1
4115,Kanakpura Road,800.0,2.0,41.145,2
4118,Kanakpura Road,1100.0,3.0,56.57,3
4121,Kanakpura Road,1843.0,3.0,96.2,3
4125,Kanakpura Road,1240.0,2.0,65.0,2
4129,Kanakpura Road,700.0,2.0,41.0,2
4133,Kanakpura Road,700.0,1.0,41.0,2
4135,Kanakpura Road,1100.0,3.0,58.0,3
4136,Kanakpura Road,1140.0,2.0,65.0,2
4138,Kanakpura Road,700.0,2.0,40.0,2
4141,Kanakpura Road,525.0,1.0,26.01,1
4145,Kanakpura Road,1322.0,2.0,70.0,2
4146,Kanakpura Road,1698.0,2.0,105.0,2
4147,Kanakpura Road,1300.0,3.0,69.0,3
4148,Kanakpura Road,1300.0,3.0,69.0,3
4150,Kanakpura Road,1167.0,2.0,63.0,2
4154,Kanakpura Road,1300.0,3.0,69.0,3
4159,Kanakpura Road,1430.0,2.0,78.0,2
4160,Kanakpura Road,700.0,2.0,36.0,2
4163,Kanakpura Road,525.0,2.0,27.0,1
4165,Kanakpura Road,1100.0,3.0,58.0,3
4170,Kanakpura Road,1300.0,2.0,69.0,3
4171,Kanakpura Road,2000.0,3.0,105.0,3
4172,Kanakpura Road,1200.0,2.0,62.0,2
4174,Kanakpura Road,1843.0,3.0,95.0,3
4177,Kanakpura Road,900.0,2.0,46.29,2
4178,Kanakpura Road,850.0,1.0,37.32,1
4180,Kanakpura Road,525.0,1.0,30.0,1
4181,Kanakpura Road,1938.0,3.0,105.0,3
4182,Kanakpura Road,1843.0,3.0,96.2,3
4183,Kanakpura Road,525.0,1.0,26.0,1
4187,Kanakpura Road,700.0,2.0,36.0,2
4188,Kanakpura Road,1622.0,3.0,95.0,3
4193,Kannamangala,957.0,2.0,58.0,2
4194,Kannamangala,957.0,2.0,56.0,2
4195,Kannamangala,3000.0,4.0,200.0,4
4196,Kannamangala,1536.0,3.0,89.0,3
4197,Kannamangala,2400.0,4.0,130.0,4
4198,Kannamangala,1574.0,3.0,93.34,3
4199,Kannamangala,957.0,2.0,52.5,2
4200,Kannamangala,1536.0,3.0,104.0,3
4201,Kannamangala,957.0,2.0,54.5,2
4202,Kannamangala,2422.0,4.0,135.0,4
4203,Kannamangala,957.0,2.0,55.0,2
4204,Kannamangala,957.0,2.0,56.0,2
4205,Karuna Nagar,2500.0,3.0,180.0,3
4206,Karuna Nagar,2500.0,3.0,190.0,3
4207,Karuna Nagar,1962.0,3.0,175.0,3
4208,Karuna Nagar,1057.0,2.0,65.0,2
4209,Karuna Nagar,1354.0,2.0,98.0,3
4210,Karuna Nagar,1945.0,3.0,115.0,3
4211,Karuna Nagar,1960.0,3.0,165.0,3
4212,Kasavanhalli,1060.0,2.0,58.06,2
4213,Kasavanhalli,1563.05,3.0,105.0,3
4214,Kasavanhalli,1717.0,3.0,99.0,3
4216,Kasavanhalli,3260.0,4.0,240.0,4
4217,Kasavanhalli,1349.0,2.0,78.0,2
4218,Kasavanhalli,1121.0,2.0,78.0,2
4219,Kasavanhalli,1100.0,2.0,50.0,2
4221,Kasavanhalli,1200.0,2.0,78.0,2
4224,Kasavanhalli,1476.0,3.0,89.0,3
4226,Kasavanhalli,1200.0,2.0,50.0,2
4227,Kasavanhalli,1719.0,3.0,116.0,3
4228,Kasavanhalli,1115.0,2.0,50.0,2
4229,Kasavanhalli,1125.0,2.0,61.2,2
4230,Kasavanhalli,2170.0,3.0,151.0,3
4233,Kasavanhalli,1476.0,3.0,95.0,3
4234,Kasavanhalli,1200.0,2.0,50.3,2
4236,Kasavanhalli,1787.0,3.0,123.0,3
4237,Kasavanhalli,1090.0,2.0,59.8,2
4238,Kasavanhalli,1691.0,3.0,104.0,3
4239,Kasavanhalli,4260.0,4.0,272.0,4
4240,Kasavanhalli,2111.0,4.0,120.0,3
4242,Kasavanhalli,950.0,2.0,39.0,2
4247,Kasavanhalli,770.0,1.0,43.82,1
4248,Kasavanhalli,1147.0,2.0,60.0,2
4249,Kasavanhalli,1375.0,2.0,72.0,2
4251,Kasavanhalli,1200.0,2.0,60.0,2
4252,Kasavanhalli,4260.0,4.0,333.0,4
4253,Kasavanhalli,1495.0,2.0,83.0,2
4254,Kasavanhalli,5000.0,2.0,400.0,2
4255,Kasavanhalli,4000.0,4.0,325.0,4
4257,Kasavanhalli,1917.0,3.0,132.0,3
4258,Kasavanhalli,1375.0,2.0,78.0,2
4259,Kasavanhalli,4408.0,4.0,344.0,4
4260,Kasavanhalli,1309.0,2.0,95.0,2
4261,Kasavanhalli,1476.0,3.0,105.0,3
4262,Kasavanhalli,1158.0,2.0,67.0,2
4263,Kasavanhalli,1214.0,2.0,67.0,2
4264,Kasavanhalli,2110.0,4.0,120.0,3
4265,Kasavanhalli,1495.0,2.0,110.0,2
4266,Kasavanhalli,1575.0,2.0,85.0,2
4267,Kasavanhalli,1069.0,2.0,55.0,2
4268,Kasavanhalli,1100.0,2.0,68.0,2
4269,Kasavanhalli,1715.0,3.0,112.0,3
4270,Kasavanhalli,1100.0,2.0,65.0,2
4271,Kasavanhalli,1230.0,2.0,66.25,2
4272,Kasavanhalli,1819.0,3.0,150.0,3
4275,Kasavanhalli,1585.0,2.0,90.0,2
4276,Kasavanhalli,1245.0,2.0,80.0,2
4277,Kasavanhalli,2035.0,3.0,142.0,3
4278,Kasavanhalli,1747.0,3.0,110.0,3
4279,Kasavanhalli,1377.0,2.0,80.0,2
4280,Kasavanhalli,1181.0,2.0,61.0,2
4281,Kasavanhalli,1121.0,2.0,75.0,2
4282,Kasturi Nagar,1925.0,3.0,125.0,3
4283,Kasturi Nagar,1567.0,2.0,92.0,2
4286,Kasturi Nagar,1080.0,2.0,80.0,2
4287,Kasturi Nagar,1101.0,2.0,65.0,2
4289,Kasturi Nagar,1896.0,3.0,125.0,4
4290,Kasturi Nagar,1100.0,2.0,58.0,2
4291,Kasturi Nagar,1570.0,3.0,110.0,3
4292,Kasturi Nagar,1000.0,2.0,58.0,2
4293,Kasturi Nagar,1101.0,2.0,66.0,2
4294,Kasturi Nagar,2507.0,4.0,155.0,4
4295,Kathriguppe,1400.0,2.0,77.0,3
4296,Kathriguppe,1250.0,2.0,68.75,3
4297,Kathriguppe,1245.0,2.0,68.48,3
4298,Kathriguppe,1350.0,2.0,87.01,3
4299,Kathriguppe,1350.0,2.0,80.99,3
4300,Kathriguppe,1365.0,2.0,75.08,3
4301,Kathriguppe,1300.0,3.0,77.99,3
4302,Kathriguppe,1350.0,2.0,80.99,3
4303,Kathriguppe,1390.0,2.0,76.45,3
4304,Kathriguppe,1350.0,3.0,78.3,3
4305,Kathriguppe,1250.0,2.0,68.75,3
4306,Kathriguppe,1300.0,3.0,77.99,3
4307,Kathriguppe,1335.0,2.0,73.43,3
4308,Kathriguppe,1300.0,3.0,77.99,3
4309,Kathriguppe,1300.0,3.0,77.99,3
4310,Kathriguppe,1335.0,2.0,73.43,3
4311,Kathriguppe,1350.0,3.0,80.99,3
4312,Kathriguppe,1250.0,2.0,68.75,2
4313,Kathriguppe,1350.0,3.0,80.99,3
4314,Kaval Byrasandra,1200.0,2.0,52.0,2
4315,Kaval Byrasandra,1020.0,2.0,52.0,2
4316,Kaval Byrasandra,1200.0,2.0,49.5,2
4317,Kaval Byrasandra,945.0,2.0,50.0,2
4318,Kaval Byrasandra,1060.0,2.0,45.0,2
4319,Kaval Byrasandra,1100.0,2.0,46.0,2
4320,Kaval Byrasandra,1185.0,2.0,49.0,2
4321,Kaval Byrasandra,997.0,2.0,53.0,2
4322,Kaval Byrasandra,1060.0,2.0,42.0,2
4323,Kaval Byrasandra,480.0,1.0,25.0,1
4324,Kaval Byrasandra,1125.0,2.0,41.5,2
4325,Kaval Byrasandra,1180.0,2.0,60.0,2
4326,Kaval Byrasandra,1450.0,3.0,75.0,3
4327,Kaval Byrasandra,1066.0,2.0,55.0,2
4328,Kaval Byrasandra,1025.0,2.0,60.0,2
4329,Kaval Byrasandra,1400.0,3.0,75.0,3
4330,Kenchenahalli,1015.0,2.0,58.0,2
4331,Kenchenahalli,715.0,1.0,45.0,1
4332,Kenchenahalli,1150.0,2.0,58.0,2
4333,Kenchenahalli,1280.0,2.0,69.0,3
4335,Kenchenahalli,870.0,1.0,45.0,2
4336,Kenchenahalli,1150.0,2.0,60.0,2
4337,Kenchenahalli,700.0,1.0,35.0,1
4338,Kenchenahalli,1060.0,2.0,52.0,2
4339,Kenchenahalli,1150.0,2.0,57.0,2
4340,Kenchenahalli,1720.0,3.0,100.0,3
4341,Kenchenahalli,1015.0,2.0,60.0,2
4343,Kengeri,750.0,2.0,38.0,2
4345,Kengeri,1197.0,2.0,50.0,2
4346,Kengeri,1200.0,2.0,58.0,2
4348,Kengeri,726.0,2.0,31.0,2
4350,Kengeri,1025.0,2.0,57.0,2
4352,Kengeri,1082.0,2.0,49.0,3
4355,Kengeri,750.0,2.0,36.0,2
4356,Kengeri,963.0,2.0,40.0,2
4358,Kengeri,726.0,2.0,35.0,2
4359,Kengeri,416.0,1.0,19.5,1
4360,Kengeri,900.0,2.0,45.0,2
4363,Kengeri,502.0,1.0,25.0,1
4365,Kengeri,1200.0,3.0,67.0,3
4366,Kengeri,725.0,2.0,30.0,2
4367,Kengeri,500.0,1.0,17.0,1
4368,Kengeri,540.0,1.0,22.5,1
4369,Kengeri,750.0,2.0,35.5,2
4370,Kengeri,1741.0,3.0,80.0,3
4372,Kengeri,1200.0,2.0,58.0,2
4375,Kengeri,750.0,2.0,36.5,2
4377,Kengeri,416.0,1.0,18.0,1
4379,Kengeri,883.0,2.0,49.0,2
4380,Kengeri,1052.0,2.0,51.0,2
4381,Kengeri,1220.0,2.0,63.0,2
4382,Kengeri,1150.0,1.0,52.0,1
4383,Kengeri,1192.0,2.0,53.5,2
4385,Kengeri,750.0,2.0,40.0,2
4386,Kengeri,1035.0,2.0,51.5,2
4387,Kengeri,3000.0,5.0,130.0,8
4388,Kengeri,410.0,1.0,15.0,1
4389,Kengeri,416.0,1.0,17.19,1
4392,Kengeri,2500.0,4.0,100.0,5
4393,Kengeri,550.0,1.0,16.75,1
4394,Kengeri Satellite Town,890.0,2.0,35.0,2
4395,Kengeri Satellite Town,883.0,2.0,45.0,2
4396,Kengeri Satellite Town,1415.0,2.0,66.0,3
4397,Kengeri Satellite Town,930.0,1.0,30.0,1
4398,Kengeri Satellite Town,1635.0,2.0,78.0,3
4399,Kengeri Satellite Town,1050.0,2.0,43.0,2
4400,Kengeri Satellite Town,1007.0,2.0,42.0,2
4401,Kengeri Satellite Town,635.0,1.0,22.0,2
4402,Kengeri Satellite Town,818.0,2.0,26.0,2
4403,Kengeri Satellite Town,1030.0,2.0,50.0,2
4404,Kengeri Satellite Town,1200.0,2.0,65.0,2
4405,Kengeri Satellite Town,795.0,2.0,32.0,2
4406,Kengeri Satellite Town,1302.5,2.0,44.285,2
4407,Kengeri Satellite Town,800.0,2.0,40.0,2
4408,Kengeri Satellite Town,654.0,1.0,22.0,1
4409,Kengeri Satellite Town,1060.0,2.0,42.0,2
4410,Kengeri Satellite Town,750.0,2.0,33.0,2
4411,Kengeri Satellite Town,920.0,2.0,39.0,2
4412,Kengeri Satellite Town,985.0,2.0,42.0,2
4413,Kengeri Satellite Town,410.0,1.0,15.0,1
4414,Kengeri Satellite Town,1120.0,2.0,49.0,2
4416,Kengeri Satellite Town,1110.0,2.0,43.0,2
4417,Kengeri Satellite Town,1170.0,2.0,50.0,2
4418,Kengeri Satellite Town,777.4,2.0,25.0,2
4419,Kengeri Satellite Town,800.0,2.0,32.0,2
4420,Kereguddadahalli,950.0,2.0,32.0,2
4421,Kereguddadahalli,1400.0,2.0,48.0,3
4422,Kereguddadahalli,800.0,2.0,28.0,2
4423,Kereguddadahalli,904.0,2.0,30.0,2
4425,Kereguddadahalli,1000.0,2.0,30.0,2
4426,Kereguddadahalli,1240.0,3.0,41.0,3
4427,Kereguddadahalli,600.0,1.0,19.5,1
4428,Kereguddadahalli,1080.0,2.0,32.0,2
4429,Kereguddadahalli,1000.0,2.0,34.0,2
4432,Kereguddadahalli,1015.0,2.0,35.0,2
4433,Kodichikkanahalli,1190.0,2.0,57.0,3
4434,Kodichikkanahalli,995.0,2.0,41.0,2
4435,Kodichikkanahalli,2700.0,7.0,125.0,5
4436,Kodichikkanahalli,1495.0,2.0,75.0,3
4437,Kodichikkanahalli,1125.0,2.0,52.0,2
4438,Kodichikkanahalli,1150.0,2.0,48.0,2
4439,Kodichikkanahalli,1070.0,2.0,43.0,2
4440,Kodichikkanahalli,1620.0,2.0,85.0,3
4442,Kodichikkanahalli,1026.0,2.0,45.0,2
4443,Kodichikkanahalli,2500.0,7.0,125.0,5
4444,Kodichikkanahalli,450.0,1.0,18.0,1
4445,Kodichikkanahalli,907.0,2.0,38.5,2
4446,Kodichikkanahalli,1181.0,2.0,57.0,2
4447,Kodichikkanahalli,900.0,2.0,42.0,2
4449,Kodichikkanahalli,1400.0,3.0,66.0,3
4450,Kodichikkanahalli,976.0,2.0,50.0,2
4451,Kodichikkanahalli,2700.0,4.0,125.0,5
4452,Kodichikkanahalli,1299.0,2.0,58.0,2
4453,Kodigehaali,1166.0,2.0,55.0,2
4454,Kodigehaali,1320.0,3.0,65.0,3
4455,Kodigehaali,1117.0,2.0,56.0,2
4456,Kodigehaali,1200.0,2.0,55.0,2
4457,Kodigehaali,1200.0,2.0,60.0,2
4458,Kodigehaali,2120.0,3.0,177.0,3
4459,Kodigehaali,1013.0,2.0,51.0,2
4460,Kodigehaali,1324.0,3.0,65.0,3
4461,Kodigehaali,965.0,2.0,38.0,2
4462,Kodigehaali,866.0,2.0,32.0,2
4463,Kodigehaali,1442.0,3.0,80.0,3
4464,Kodigehalli,1270.0,2.0,98.0,2
4465,Kodigehalli,1200.0,2.0,48.0,2
4466,Kodigehalli,655.0,1.0,53.0,1
4467,Kodigehalli,1820.0,3.0,150.0,3
4468,Kodigehalli,635.0,1.0,28.0,2
4469,Kodigehalli,1200.0,4.0,156.0,3
4470,Kodihalli,3252.0,5.0,335.0,4
4471,Kodihalli,2700.0,4.0,270.0,3
4472,Kodihalli,2392.0,4.0,260.0,3
4473,Kodihalli,2408.0,4.0,260.0,3
4474,Kodihalli,2500.0,4.0,260.0,3
4475,Kodihalli,1620.0,3.0,130.0,3
4476,Kodihalli,3260.0,5.0,388.0,4
4477,Kodihalli,3197.0,5.0,335.0,4
4478,Kodihalli,1490.0,2.0,150.0,2
4479,Kogilu,1909.0,3.0,88.0,3
4481,Kogilu,1170.0,2.0,51.99,2
4482,Kogilu,650.0,2.0,28.0,2
4483,Kogilu,1140.0,2.0,50.66,2
4484,Kogilu,1200.0,2.0,53.33,2
4485,Kogilu,1934.0,3.0,150.0,3
4486,Kogilu,540.0,1.0,36.0,1
4487,Kogilu,1559.0,3.0,127.0,3
4488,Kogilu,1190.0,2.0,50.66,2
4489,Kogilu,1140.0,2.0,50.66,2
4490,Kogilu,1559.0,3.0,120.0,3
4491,Kogilu,700.0,1.0,30.84,1
4492,Kogilu,1250.0,2.0,55.55,2
4493,Kogilu,1200.0,2.0,53.33,2
4494,Kogilu,952.0,2.0,49.0,2
4495,Kogilu,700.0,1.0,30.84,1
4496,Kogilu,1250.0,2.0,55.55,2
4497,Kogilu,2456.0,7.0,85.0,7
4498,Kogilu,1140.0,2.0,50.66,2
4499,Kogilu,1140.0,2.0,50.66,2
4500,Konanakunte,2791.0,3.0,223.0,3
4501,Konanakunte,884.0,1.0,58.0,2
4502,Konanakunte,1200.0,4.0,125.0,4
4503,Konanakunte,1200.0,2.0,130.0,4
4504,Konanakunte,2400.0,2.0,180.0,3
4505,Konanakunte,3746.0,6.0,375.0,4
4506,Konanakunte,1423.0,2.0,85.0,3
4507,Koramangala,1320.0,2.0,165.0,2
4508,Koramangala,1253.0,2.0,102.0,2
4509,Koramangala,1580.0,3.0,160.0,3
4511,Koramangala,3500.0,5.0,425.0,4
4512,Koramangala,1005.0,1.0,110.0,2
4513,Koramangala,2292.0,4.0,275.0,3
4515,Koramangala,1290.0,2.0,100.0,2
4516,Koramangala,1300.0,2.0,110.0,2
4518,Koramangala,1325.0,2.0,119.0,2
4519,Koramangala,1140.0,2.0,75.2,2
4520,Koramangala,1260.0,2.0,100.0,2
4521,Koramangala,1975.0,3.0,210.0,3
4522,Koramangala,1900.0,2.0,200.0,2
4524,Koramangala,2292.0,3.0,286.0,3
4525,Koramangala,2300.0,3.0,290.0,3
4528,Koramangala,2503.0,6.0,325.0,4
4530,Koramangala,1320.0,2.0,150.0,2
4531,Koramangala,1320.0,2.0,110.0,2
4532,Koramangala,5985.0,4.0,775.0,4
4533,Koramangala,2461.0,6.0,353.0,4
4535,Koramangala,2246.0,3.0,300.0,3
4538,Koramangala,1083.0,2.0,100.0,2
4539,Koramangala,1744.0,3.0,200.0,3
4540,Koramangala,1180.0,2.0,128.0,2
4541,Koramangala,1320.0,2.0,160.0,2
4542,Koramangala,1370.0,2.0,125.0,2
4543,Koramangala,1100.0,2.0,85.0,2
4544,Koramangala,1249.0,2.0,165.0,2
4545,Koramangala,1200.0,2.0,100.0,2
4547,Koramangala,2223.0,3.0,300.0,3
4548,Koramangala,1744.0,4.0,210.0,3
4549,Koramangala,1866.0,4.0,245.0,3
4550,Koramangala,1320.0,2.0,160.0,2
4551,Koramangala,1350.0,2.0,103.0,2
4552,Koramangala,6000.0,4.0,625.0,4
4554,Koramangala,1320.0,2.0,160.0,2
4555,Koramangala,1710.0,3.0,210.0,3
4556,Koramangala,1355.0,2.0,95.0,2
4557,Koramangala,1600.0,3.0,170.0,3
4558,Koramangala,1260.0,2.0,100.0,2
4561,Kothannur,1206.0,2.0,48.23,2
4563,Kothannur,1100.0,2.0,40.0,2
4564,Kothannur,1197.0,2.0,47.88,2
4565,Kothannur,1197.0,2.0,47.8,2
4566,Kothannur,1070.0,2.0,42.79,2
4569,Kothannur,1070.0,2.0,38.6,2
4570,Kothannur,1485.0,2.0,59.4,3
4571,Kothannur,1215.0,2.0,48.6,3
4572,Kothannur,1404.0,2.0,56.15,3
4573,Kothanur,1200.0,2.0,51.0,2
4574,Kothanur,2400.0,2.0,150.0,3
4575,Kothanur,1828.0,3.0,110.0,3
4576,Kothanur,1186.0,2.0,58.0,2
4578,Kothanur,1847.0,3.0,105.0,3
4580,Kothanur,9600.0,5.0,550.0,5
4581,Kothanur,1435.0,3.0,70.0,3
4582,Kothanur,1187.0,2.0,58.0,2
4583,Kothanur,1847.0,3.0,110.0,3
4584,Kothanur,1460.0,3.0,71.0,3
4585,Kothanur,1185.0,2.0,59.0,2
4586,Kothanur,1436.0,3.0,70.0,3
4587,Kothanur,1462.0,3.0,71.0,3
4588,Kothanur,1790.0,3.0,105.0,3
4590,Kothanur,1070.0,2.0,45.5,2
4592,Kothanur,1145.0,2.0,56.0,2
4593,Kothanur,3401.0,5.0,230.0,4
4594,Kothanur,1455.0,2.0,69.0,2
4595,Kothanur,627.0,1.0,30.0,1
4596,Kothanur,1302.0,2.0,68.5,2
4597,Kothanur,1760.0,3.0,111.0,3
4598,Kothanur,1185.0,2.0,58.0,2
4599,Kothanur,1500.0,1.0,75.0,1
4600,Kothanur,1075.0,2.0,53.0,2
4601,Kothanur,1790.0,3.0,97.0,3
4602,Kothanur,2700.0,4.0,175.0,4
4603,Kothanur,1786.0,2.0,106.0,3
4604,Kothanur,1787.0,3.0,107.0,3
4605,Kothanur,1141.0,2.0,54.0,2
4606,Kothanur,1760.0,3.0,110.0,3
4608,Kothanur,1160.0,2.0,57.0,2
4609,Kothanur,1095.0,2.0,55.0,2
4610,Kothanur,1142.0,2.0,56.0,2
4611,Kothanur,1074.0,2.0,54.0,2
4612,Kothanur,1285.0,2.0,60.0,2
4613,Kothanur,1075.0,2.0,53.0,2
4614,Kothanur,1140.0,2.0,56.0,2
4615,Kothanur,1400.0,2.0,70.0,2
4618,Kothanur,1140.0,2.0,56.0,2
4619,Kothanur,1787.0,3.0,120.0,3
4620,Kothanur,1185.0,2.0,59.0,2
4622,Kothanur,1790.0,3.0,105.0,3
4623,Kothanur,1130.0,2.0,55.0,2
4624,Kothanur,1094.0,2.0,54.0,2
4625,Kothanur,1170.0,3.0,80.0,3
4626,Kothanur,1400.0,2.0,65.0,2
4627,Kothanur,1195.0,2.0,59.0,2
4628,Kothanur,1790.0,3.0,120.0,3
4629,Kothanur,1454.0,3.0,71.5,3
4630,Kudlu,1152.0,2.0,53.5,2
4631,Kudlu,1027.0,2.0,43.0,2
4632,Kudlu,1092.0,2.0,44.0,2
4633,Kudlu,1027.0,2.0,43.0,2
4634,Kudlu,1092.0,2.0,44.0,2
4635,Kudlu,1143.0,2.0,55.0,2
4637,Kudlu,1024.0,2.0,44.0,2
4639,Kudlu,1600.0,3.0,79.0,3
4640,Kudlu,1027.0,2.0,42.0,2
4641,Kudlu,1076.0,2.0,50.0,2
4642,Kudlu,1027.0,2.0,44.0,2
4643,Kudlu,1084.0,2.0,53.0,2
4644,Kudlu,1300.0,2.0,56.0,2
4645,Kudlu,1027.0,2.0,44.0,2
4646,Kudlu,1245.0,2.0,60.0,3
4647,Kudlu,1027.0,2.0,44.0,2
4648,Kudlu,1110.0,2.0,46.0,2
4649,Kudlu,2100.0,3.0,114.0,4
4650,Kudlu,1027.0,2.0,44.0,2
4651,Kudlu,720.0,1.0,33.0,1
4652,Kudlu,1027.0,2.0,44.0,2
4653,Kudlu,1162.0,2.0,52.0,2
4654,Kudlu,1041.0,2.0,53.0,2
4655,Kudlu Gate,1535.0,3.0,83.0,3
4656,Kudlu Gate,1535.0,3.0,85.0,3
4658,Kudlu Gate,1535.0,3.0,86.0,3
4659,Kudlu Gate,1564.0,2.0,92.0,3
4661,Kudlu Gate,1238.0,2.0,55.0,2
4662,Kudlu Gate,1707.0,2.0,99.745,3
4663,Kudlu Gate,1335.0,3.0,89.0,3
4664,Kudlu Gate,703.0,1.0,52.0,1
4665,Kudlu Gate,1535.0,3.0,86.0,3
4666,Kudlu Gate,1532.0,3.0,83.0,3
4667,Kudlu Gate,1113.0,2.0,50.0,2
4669,Kudlu Gate,1185.0,2.0,50.0,2
4673,Kudlu Gate,1215.0,2.0,45.0,2
4674,Kudlu Gate,812.0,2.0,38.25,2
4675,Kudlu Gate,1547.0,2.0,103.0,2
4676,Kudlu Gate,1336.0,2.0,86.0,2
4677,Kudlu Gate,1919.0,3.0,121.0,3
4678,Kudlu Gate,1464.0,3.0,56.0,2
4679,Kudlu Gate,1535.0,3.0,85.0,3
4680,Kudlu Gate,1850.0,3.0,120.0,3
4681,Kudlu Gate,940.0,2.0,69.57,2
4682,Kudlu Gate,1215.0,2.0,44.96,2
4683,Kudlu Gate,1164.0,2.0,75.0,2
4684,Kudlu Gate,3850.0,6.0,205.0,4
4685,Kudlu Gate,1183.0,2.0,79.54,2
4686,Kudlu Gate,1850.0,3.0,110.0,3
4688,Kudlu Gate,1183.0,2.0,79.54,2
4689,Kudlu Gate,1200.0,2.0,44.4,2
4691,Kudlu Gate,1310.0,2.0,53.0,2
4692,Kumaraswami Layout,2000.0,4.0,139.0,4
4693,Kumaraswami Layout,1000.0,2.0,48.5,2
4694,Kumaraswami Layout,1000.0,2.0,58.0,2
4695,Kumaraswami Layout,2400.0,7.0,125.0,7
4696,Kumaraswami Layout,2400.0,2.0,125.0,3
4697,Kumaraswami Layout,1310.0,2.0,70.0,3
4698,Kumaraswami Layout,850.0,1.0,78.0,1
4699,Kumaraswami Layout,3200.0,7.0,150.0,7
4700,Kumaraswami Layout,1310.0,2.0,85.0,3
4701,Kumaraswami Layout,2450.0,3.0,110.0,4
4702,Kumaraswami Layout,3100.0,7.0,145.0,7
4703,Kumaraswami Layout,1200.0,3.0,75.0,3
4704,Kumaraswami Layout,1081.0,2.0,60.0,2
4705,Kundalahalli,1724.0,3.0,125.0,3
4706,Kundalahalli,1030.0,2.0,49.0,2
4707,Kundalahalli,735.0,2.0,57.99,2
4708,Kundalahalli,1047.0,2.0,82.0,2
4709,Kundalahalli,1397.0,3.0,105.0,3
4710,Kundalahalli,1724.0,3.0,127.0,3
4711,Kundalahalli,1010.0,2.0,49.27,2
4712,Kundalahalli,1397.0,3.0,110.0,3
4713,Kundalahalli,1397.0,3.0,104.0,3
4714,Kundalahalli,1397.0,3.0,108.0,3
4715,Kundalahalli,1920.0,3.0,150.0,3
4716,Kundalahalli,1397.0,3.0,105.0,3
4718,Kundalahalli,1724.0,3.0,124.0,3
4719,Kundalahalli,1047.0,2.0,84.0,2
4720,Kundalahalli,1047.0,2.0,83.0,2
4721,Kundalahalli,7000.0,4.0,550.0,4
4723,Kundalahalli,1120.0,2.0,53.76,2
4724,Kundalahalli,1047.0,2.0,82.62,2
4725,Kundalahalli,1047.0,2.0,91.0,2
